date,fl_unemployment_rate,fl_total_payrolls,fl_manufacturing_payrolls,fl_private_building_permits,fl_initial_claims
2005-08-27,,,,,8537.0
2005-09-01,3.5,7874.4,418.2,29844.5189257219,
2005-09-03,,,,,9311.0
2005-09-10,,,,,8822.0
2005-09-17,,,,,11273.0
2005-09-24,,,,,8018.0
2005-10-01,3.4,7873.7,418.5,19911.7315887617,8359.0
2005-10-08,,,,,11408.0
2005-10-15,,,,,8297.0
2005-10-22,,,,,8141.0
2005-10-29,,,,,7926.0
2005-11-01,3.4,7883.3,418.3,22909.4148643072,
2005-11-05,,,,,8507.0
2005-11-12,,,,,14540.0
2005-11-19,,,,,21717.0
2005-11-26,,,,,6647.0
2005-12-01,3.3,7903.2,418.5,22448.2580106291,
2005-12-03,,,,,10668.0
2005-12-10,,,,,8861.0
2005-12-17,,,,,7803.0
2005-12-24,,,,,7886.0
2005-12-31,,,,,6294.0
2006-01-01,3.3,7910.4,420.3,22663.3101719491,
2006-01-07,,,,,9023.0
2006-01-14,,,,,10436.0
2006-01-21,,,,,7889.0
2006-01-28,,,,,8032.0
2006-02-01,3.2,7922.1,420.4,22926.861349869,
2006-02-04,,,,,7967.0
2006-02-11,,,,,8117.0
2006-02-18,,,,,7331.0
2006-02-25,,,,,7298.0
2006-03-01,3.2,7952.3,420.6,21941.8059514211,
2006-03-04,,,,,7587.0
2006-03-11,,,,,7645.0
2006-03-18,,,,,7884.0
2006-03-25,,,,,7059.0
2006-04-01,3.2,7960.0,419.5,18431.1632937315,6517.0
2006-04-08,,,,,9276.0
2006-04-15,,,,,7949.0
2006-04-22,,,,,7703.0
2006-04-29,,,,,8060.0
2006-05-01,3.2,7977.2,419.4,18742.8007818782,
2006-05-06,,,,,8813.0
2006-05-13,,,,,8740.0
2006-05-20,,,,,8455.0
2006-05-27,,,,,9744.0
2006-06-01,3.3,7995.1,419.1,16608.7402983647,
2006-06-03,,,,,9951.0
2006-06-10,,,,,11343.0
2006-06-17,,,,,9606.0
2006-06-24,,,,,9616.0
2006-07-01,3.3,7998.3,417.5,16005.1293659882,8325.0
2006-07-08,,,,,11797.0
2006-07-15,,,,,11393.0
2006-07-22,,,,,10744.0
2006-07-29,,,,,9977.0
2006-08-01,3.3,8016.0,416.5,15278.1668695524,
2006-08-05,,,,,9930.0
2006-08-12,,,,,9750.0
2006-08-19,,,,,9850.0
2006-08-26,,,,,9400.0
2006-09-01,3.3,8023.6,415.3,13946.3751935194,
2006-09-02,,,,,8892.0
2006-09-09,,,,,8598.0
2006-09-16,,,,,9458.0
2006-09-23,,,,,8892.0
2006-09-30,,,,,8340.0
2006-10-01,3.3,8018.4,412.9,12929.132325502,
2006-10-07,,,,,10789.0
2006-10-14,,,,,9406.0
2006-10-21,,,,,9911.0
2006-10-28,,,,,8963.0
2006-11-01,3.4,8026.4,411.7,12648.6303949747,
2006-11-04,,,,,10015.0
2006-11-11,,,,,7724.0
2006-11-18,,,,,10744.0
2006-11-25,,,,,6040.0
2006-12-01,3.4,8034.6,411.4,10993.5242499005,
2006-12-02,,,,,9732.0
2006-12-09,,,,,10953.0
2006-12-16,,,,,8962.0
2006-12-23,,,,,9093.0
2006-12-30,,,,,5994.0
2007-01-01,3.5,8040.2,409.5,10687.5923527127,
2007-01-06,,,,,8911.0
2007-01-13,,,,,12319.0
2007-01-20,,,,,9933.0
2007-01-27,,,,,10981.0
2007-02-01,3.5,8042.1,408.3,10573.9912261173,
2007-02-03,,,,,9580.0
2007-02-10,,,,,10374.0
2007-02-17,,,,,8433.0
2007-02-24,,,,,8832.0
2007-03-01,3.6,8055.1,407.2,10390.5336040072,
2007-03-03,,,,,9432.0
2007-03-10,,,,,9971.0
2007-03-17,,,,,9338.0
2007-03-24,,,,,9409.0
2007-03-31,,,,,8071.0
2007-04-01,3.7,8038.6,405.3,9889.61939566378,
2007-04-07,,,,,11688.0
2007-04-14,,,,,10245.0
2007-04-21,,,,,10818.0
2007-04-28,,,,,10150.0
2007-05-01,3.8,8031.9,403.2,10677.7633888705,
2007-05-05,,,,,10517.0
2007-05-12,,,,,11280.0
2007-05-19,,,,,11241.0
2007-05-26,,,,,12230.0
2007-06-01,3.9,8026.7,401.5,9000.3027293733,
2007-06-02,,,,,11129.0
2007-06-09,,,,,14705.0
2007-06-16,,,,,14041.0
2007-06-23,,,,,12992.0
2007-06-30,,,,,10642.0
2007-07-01,4.0,7996.6,398.9,8556.78003399356,
2007-07-07,,,,,10858.0
2007-07-14,,,,,16886.0
2007-07-21,,,,,14046.0
2007-07-28,,,,,11892.0
2007-08-01,4.1,7983.5,396.7,8248.26885451824,
2007-08-04,,,,,11415.0
2007-08-11,,,,,11844.0
2007-08-18,,,,,13148.0
2007-08-25,,,,,12200.0
2007-09-01,4.3,7969.6,394.4,7061.33515221469,11873.0
2007-09-08,,,,,9875.0
2007-09-15,,,,,13385.0
2007-09-22,,,,,14153.0
2007-09-29,,,,,11397.0
2007-10-01,4.4,7948.8,392.7,6793.36125365894,
2007-10-06,,,,,12713.0
2007-10-13,,,,,14295.0
2007-10-20,,,,,13355.0
2007-10-27,,,,,12421.0
2007-11-01,4.6,7943.9,390.6,6638.22976017958,
2007-11-03,,,,,12189.0
2007-11-10,,,,,13121.0
2007-11-17,,,,,12063.0
2007-11-24,,,,,9195.0
2007-12-01,4.7,7933.9,388.6,6293.33194740066,14059.0
2007-12-08,,,,,15787.0
2007-12-15,,,,,13200.0
2007-12-22,,,,,12211.0
2007-12-29,,,,,6584.0
2008-01-01,4.8,7900.3,387.2,7642.59780260484,
2008-01-05,,,,,9304.0
2008-01-12,,,,,14188.0
2008-01-19,,,,,18493.0
2008-01-26,,,,,14366.0
2008-02-01,5.0,7891.2,385.5,6099.22104593206,
2008-02-02,,,,,16407.0
2008-02-09,,,,,14997.0
2008-02-16,,,,,13811.0
2008-02-23,,,,,13433.0
2008-03-01,5.2,7862.9,382.5,4440.78637801783,12593.0
2008-03-08,,,,,14506.0
2008-03-15,,,,,12855.0
2008-03-22,,,,,12195.0
2008-03-29,,,,,13111.0
2008-04-01,5.5,7810.2,379.6,5978.34446468447,
2008-04-05,,,,,13858.0
2008-04-12,,,,,18139.0
2008-04-19,,,,,14861.0
2008-04-26,,,,,14644.0
2008-05-01,5.8,7777.1,376.7,5528.51601382457,
2008-05-03,,,,,14893.0
2008-05-10,,,,,16282.0
2008-05-17,,,,,15878.0
2008-05-24,,,,,14785.0
2008-05-31,,,,,12128.0
2008-06-01,6.1,7743.3,374.4,5999.26296232854,
2008-06-07,,,,,18292.0
2008-06-14,,,,,19550.0
2008-06-21,,,,,18159.0
2008-06-28,,,,,17126.0
2008-07-01,6.4,7705.4,371.2,4866.75827095833,
2008-07-05,,,,,15364.0
2008-07-12,,,,,19771.0
2008-07-19,,,,,23000.0
2008-07-26,,,,,22989.0
2008-08-01,6.7,7670.3,368.4,5473.03530643532,
2008-08-02,,,,,23829.0
2008-08-09,,,,,15912.0
2008-08-16,,,,,16844.0
2008-08-23,,,,,17183.0
2008-08-30,,,,,19064.0
2008-09-01,7.0,7640.1,366.0,5737.87907769599,
2008-09-06,,,,,17295.0
2008-09-13,,,,,22158.0
2008-09-20,,,,,23394.0
2008-09-27,,,,,16541.0
2008-10-01,7.3,7579.1,361.5,3867.24037606265,
2008-10-04,,,,,20794.0
2008-10-11,,,,,23801.0
2008-10-18,,,,,24344.0
2008-10-25,,,,,23683.0
2008-11-01,7.7,7533.0,357.7,3462.80762507634,21356.0
2008-11-08,,,,,23281.0
2008-11-15,,,,,20595.0
2008-11-22,,,,,24164.0
2008-11-29,,,,,15538.0
2008-12-01,8.1,7488.9,352.0,3353.32659612442,
2008-12-06,,,,,21114.0
2008-12-13,,,,,19407.0
2008-12-20,,,,,21464.0
2008-12-27,,,,,12898.0
2009-01-01,8.5,7417.4,346.9,2905.75014518193,
2009-01-03,,,,,13245.0
2009-01-10,,,,,33903.0
2009-01-17,,,,,40403.0
2009-01-24,,,,,25700.0
2009-01-31,,,,,28579.0
2009-02-01,8.9,7361.7,341.1,3662.93459775988,
2009-02-07,,,,,29723.0
2009-02-14,,,,,26237.0
2009-02-21,,,,,22651.0
2009-02-28,,,,,21092.0
2009-03-01,9.3,7312.2,336.1,2686.55864038735,
2009-03-07,,,,,24986.0
2009-03-14,,,,,24592.0
2009-03-21,,,,,24207.0
2009-03-28,,,,,23558.0
2009-04-01,9.5,7272.7,329.5,2188.62176333979,
2009-04-04,,,,,22019.0
2009-04-11,,,,,31322.0
2009-04-18,,,,,24114.0
2009-04-25,,,,,23783.0
2009-05-01,10.1,7249.4,326.3,2487.20065969467,
2009-05-02,,,,,24328.0
2009-05-09,,,,,24862.0
2009-05-16,,,,,25390.0
2009-05-23,,,,,25621.0
2009-05-30,,,,,18966.0
2009-06-01,10.4,7224.4,323.5,3319.83587950298,
2009-06-06,,,,,25435.0
2009-06-13,,,,,33818.0
2009-06-20,,,,,31924.0
2009-06-27,,,,,19431.0
2009-07-01,10.6,7199.2,319.2,3007.08301110838,
2009-07-04,,,,,21110.0
2009-07-11,,,,,31153.0
2009-07-18,,,,,34444.0
2009-07-25,,,,,25730.0
2009-08-01,10.8,7174.7,317.6,2637.78231724485,22372.0
2009-08-08,,,,,23158.0
2009-08-15,,,,,24306.0
2009-08-22,,,,,22653.0
2009-08-29,,,,,24433.0
2009-09-01,10.9,7160.3,315.3,3290.37496320033,
2009-09-05,,,,,24201.0
2009-09-12,,,,,21823.0
2009-09-19,,,,,24171.0
2009-09-26,,,,,23437.0
2009-10-01,11.1,7144.8,313.9,3125.15176117944,
2009-10-03,,,,,18259.0
2009-10-10,,,,,28235.0
2009-10-17,,,,,26591.0
2009-10-24,,,,,26047.0
2009-10-31,,,,,22638.0
2009-11-01,11.2,7146.1,313.5,3347.21379755388,
2009-11-07,,,,,20723.0
2009-11-14,,,,,22036.0
2009-11-21,,,,,24190.0
2009-11-28,,,,,16976.0
2009-12-01,11.3,7130.3,311.8,3661.80401977106,
2009-12-05,,,,,25656.0
2009-12-12,,,,,19978.0
2009-12-19,,,,,23157.0
2009-12-26,,,,,19421.0
2010-01-01,11.4,7132.2,309.8,3824.97523015958,
2010-01-02,,,,,12898.0
2010-01-09,,,,,25837.0
2010-01-16,,,,,28182.0
2010-01-23,,,,,22659.0
2010-01-30,,,,,24404.0
2010-02-01,11.4,7131.9,309.3,3537.57232309129,
2010-02-06,,,,,20817.0
2010-02-13,,,,,20512.0
2010-02-20,,,,,17948.0
2010-02-27,,,,,20464.0
2010-03-01,11.4,7137.6,309.1,3584.39645669876,
2010-03-06,,,,,21442.0
2010-03-13,,,,,21518.0
2010-03-20,,,,,20085.0
2010-03-27,,,,,19452.0
2010-04-01,11.3,7158.0,309.2,3614.21516178749,
2010-04-03,,,,,16806.0
2010-04-10,,,,,24110.0
2010-04-17,,,,,24532.0
2010-04-24,,,,,21766.0
2010-05-01,11.2,7201.4,310.2,3075.49259496816,20475.0
2010-05-08,,,,,21598.0
2010-05-15,,,,,20118.0
2010-05-22,,,,,20379.0
2010-05-29,,,,,23839.0
2010-06-01,11.2,7188.5,310.4,3065.78035825234,
2010-06-05,,,,,20171.0
2010-06-12,,,,,25129.0
2010-06-19,,,,,24550.0
2010-06-26,,,,,27388.0
2010-07-01,11.2,7190.4,310.9,2853.10777362737,
2010-07-03,,,,,23801.0
2010-07-10,,,,,29369.0
2010-07-17,,,,,27231.0
2010-07-24,,,,,25371.0
2010-07-31,,,,,21555.0
2010-08-01,11.2,7191.8,310.4,3027.91787550534,
2010-08-07,,,,,22754.0
2010-08-14,,,,,21526.0
2010-08-21,,,,,23432.0
2010-08-28,,,,,25318.0
2010-09-01,11.2,7173.2,310.2,2995.84424591635,
2010-09-04,,,,,19699.0
2010-09-11,,,,,22454.0
2010-09-18,,,,,20677.0
2010-09-25,,,,,21364.0
2010-10-01,11.2,7203.6,309.9,2867.82967577075,
2010-10-02,,,,,16007.0
2010-10-09,,,,,23236.0
2010-10-16,,,,,23426.0
2010-10-23,,,,,21811.0
2010-10-30,,,,,18361.0
2010-11-01,11.2,7197.1,310.1,2977.18020728372,
2010-11-06,,,,,18603.0
2010-11-13,,,,,17351.0
2010-11-20,,,,,19503.0
2010-11-27,,,,,12476.0
2010-12-01,11.1,7200.4,310.7,3233.25083672246,
2010-12-04,,,,,18813.0
2010-12-11,,,,,18681.0
2010-12-18,,,,,20962.0
2010-12-25,,,,,16006.0
2011-01-01,10.9,7217.6,311.5,2974.66383841518,14139.0
2011-01-08,,,,,21975.0
2011-01-15,,,,,28621.0
2011-01-22,,,,,23909.0
2011-01-29,,,,,22017.0
2011-02-01,10.8,7213.3,311.4,3060.4961973099,
2011-02-05,,,,,17475.0
2011-02-12,,,,,17881.0
2011-02-19,,,,,15268.0
2011-02-26,,,,,15919.0
2011-03-01,10.6,7219.4,311.4,3544.03128869423,
2011-03-05,,,,,15232.0
2011-03-12,,,,,16008.0
2011-03-19,,,,,16177.0
2011-03-26,,,,,15026.0
2011-04-01,10.5,7250.0,312.4,3111.09259230144,
2011-04-02,,,,,13295.0
2011-04-09,,,,,17594.0
2011-04-16,,,,,20347.0
2011-04-23,,,,,18486.0
2011-04-30,,,,,16330.0
2011-05-01,10.4,7243.6,312.6,3415.51802012692,
2011-05-07,,,,,16419.0
2011-05-14,,,,,17759.0
2011-05-21,,,,,18041.0
2011-05-28,,,,,17444.0
2011-06-01,10.3,7236.6,313.1,3641.92847326236,
2011-06-04,,,,,16204.0
2011-06-11,,,,,17737.0
2011-06-18,,,,,20883.0
2011-06-25,,,,,20880.0
2011-07-01,10.2,7261.2,314.3,4067.50487308356,
2011-07-02,,,,,14991.0
2011-07-09,,,,,22535.0
2011-07-16,,,,,26771.0
2011-07-23,,,,,21339.0
2011-07-30,,,,,19003.0
2011-08-01,10.1,7264.9,314.9,3986.80122859924,
2011-08-06,,,,,16423.0
2011-08-13,,,,,15436.0
2011-08-20,,,,,14766.0
2011-08-27,,,,,15680.0
2011-09-01,9.8,7285.3,314.8,3859.69917194694,
2011-09-03,,,,,15851.0
2011-09-10,,,,,14544.0
2011-09-17,,,,,15713.0
2011-09-24,,,,,15766.0
2011-10-01,9.7,7287.3,315.3,3644.44005733454,14591.0
2011-10-08,,,,,17098.0
2011-10-15,,,,,17245.0
2011-10-22,,,,,15015.0
2011-10-29,,,,,15689.0
2011-11-01,9.5,7293.8,315.2,4213.10831931353,
2011-11-05,,,,,13793.0
2011-11-12,,,,,12360.0
2011-11-19,,,,,15772.0
2011-11-26,,,,,10466.0
2011-12-01,9.4,7306.4,315.2,4310.11779722201,
2011-12-03,,,,,12206.0
2011-12-10,,,,,15095.0
2011-12-17,,,,,13407.0
2011-12-24,,,,,13112.0
2011-12-31,,,,,12053.0
2012-01-01,9.2,7327.8,317.4,4548.00449350928,
2012-01-07,,,,,15797.0
2012-01-14,,,,,18508.0
2012-01-21,,,,,13783.0
2012-01-28,,,,,16076.0
2012-02-01,9.1,7337.6,317.4,3710.97243658716,
2012-02-04,,,,,15987.0
2012-02-11,,,,,15526.0
2012-02-18,,,,,13405.0
2012-02-25,,,,,12281.0
2012-03-01,9.0,7356.1,318.4,4692.65331407479,
2012-03-03,,,,,12809.0
2012-03-10,,,,,11594.0
2012-03-17,,,,,13470.0
2012-03-24,,,,,13884.0
2012-03-31,,,,,12217.0
2012-04-01,8.9,7381.5,319.1,4418.670732003,
2012-04-07,,,,,13516.0
2012-04-14,,,,,15564.0
2012-04-21,,,,,14146.0
2012-04-28,,,,,15913.0
2012-05-01,8.9,7381.6,319.0,5279.24907273897,
2012-05-05,,,,,13314.0
2012-05-12,,,,,13687.0
2012-05-19,,,,,14600.0
2012-05-26,,,,,15435.0
2012-06-01,8.8,7397.5,319.0,4945.45715925889,
2012-06-02,,,,,14428.0
2012-06-09,,,,,16361.0
2012-06-16,,,,,18889.0
2012-06-23,,,,,17955.0
2012-06-30,,,,,14231.0
2012-07-01,8.7,7402.1,319.3,5015.82081973346,
2012-07-07,,,,,18318.0
2012-07-14,,,,,18904.0
2012-07-21,,,,,15901.0
2012-07-28,,,,,14061.0
2012-08-01,8.5,7412.1,319.4,5978.36725784594,
2012-08-04,,,,,13761.0
2012-08-11,,,,,14020.0
2012-08-18,,,,,15578.0
2012-08-25,,,,,14734.0
2012-09-01,8.4,7431.5,319.3,8908.84164058589,12811.0
2012-09-08,,,,,12729.0
2012-09-15,,,,,14747.0
2012-09-22,,,,,14555.0
2012-09-29,,,,,12583.0
2012-10-01,8.3,7457.4,320.3,5511.55897403083,
2012-10-06,,,,,12998.0
2012-10-13,,,,,16945.0
2012-10-20,,,,,14531.0
2012-10-27,,,,,13390.0
2012-11-01,8.2,7465.7,320.7,6057.04982286018,
2012-11-03,,,,,12451.0
2012-11-10,,,,,12325.0
2012-11-17,,,,,13859.0
2012-11-24,,,,,12411.0
2012-12-01,8.1,7475.8,320.6,5339.22004960525,12063.0
2012-12-08,,,,,12812.0
2012-12-15,,,,,17892.0
2012-12-22,,,,,17442.0
2012-12-29,,,,,6427.0
2013-01-01,8.0,7490.0,320.0,6152.99013662582,
2013-01-05,,,,,8928.0
2013-01-12,,,,,16242.0
2013-01-19,,,,,17399.0
2013-01-26,,,,,13829.0
2013-02-01,7.9,7512.3,321.2,6825.57453964932,
2013-02-02,,,,,15879.0
2013-02-09,,,,,15583.0
2013-02-16,,,,,13141.0
2013-02-23,,,,,12263.0
2013-03-01,7.9,7527.6,321.7,7052.8429953965,
2013-03-02,,,,,11537.0
2013-03-09,,,,,12339.0
2013-03-16,,,,,11602.0
2013-03-23,,,,,12010.0
2013-03-30,,,,,11355.0
2013-04-01,7.7,7542.1,322.9,9200.80835773391,
2013-04-06,,,,,12635.0
2013-04-13,,,,,15264.0
2013-04-20,,,,,13608.0
2013-04-27,,,,,11645.0
2013-05-01,7.6,7555.9,323.6,9390.45085667921,
2013-05-04,,,,,11361.0
2013-05-11,,,,,12784.0
2013-05-18,,,,,12997.0
2013-05-25,,,,,14054.0
2013-06-01,7.6,7582.3,324.6,5961.83750533198,10875.0
2013-06-08,,,,,12621.0
2013-06-15,,,,,17407.0
2013-06-22,,,,,15349.0
2013-06-29,,,,,12079.0
2013-07-01,7.5,7597.2,324.6,7092.40693251097,
2013-07-06,,,,,13765.0
2013-07-13,,,,,17085.0
2013-07-20,,,,,15190.0
2013-07-27,,,,,14085.0
2013-08-01,7.4,7616.9,325.1,6552.20804124499,
2013-08-03,,,,,13731.0
2013-08-10,,,,,12850.0
2013-08-17,,,,,12875.0
2013-08-24,,,,,12409.0
2013-08-31,,,,,11465.0
2013-09-01,7.3,7635.5,326.3,7044.54000775627,
2013-09-07,,,,,9657.0
2013-09-14,,,,,13603.0
2013-09-21,,,,,13292.0
2013-09-28,,,,,11943.0
2013-10-01,7.2,7653.0,327.1,7653.34419090546,
2013-10-05,,,,,13336.0
2013-10-12,,,,,13699.0
2013-10-19,,,,,13215.0
2013-10-26,,,,,17692.0
2013-11-01,7.1,7670.9,328.2,7717.81498403466,
2013-11-02,,,,,17274.0
2013-11-09,,,,,16380.0
2013-11-16,,,,,17925.0
2013-11-23,,,,,16967.0
2013-11-30,,,,,11628.0
2013-12-01,7.0,7689.3,329.3,6185.85421171438,
2013-12-07,,,,,16331.0
2013-12-14,,,,,12956.0
2013-12-21,,,,,14372.0
2013-12-28,,,,,10878.0
2014-01-01,6.9,7702.3,330.4,7407.45622181135,
2014-01-04,,,,,17201.0
2014-01-11,,,,,22233.0
2014-01-18,,,,,19656.0
2014-01-25,,,,,16652.0
2014-02-01,6.8,7723.4,331.3,7572.95990706125,15129.0
2014-02-08,,,,,13544.0
2014-02-15,,,,,12646.0
2014-02-22,,,,,11779.0
2014-03-01,6.8,7747.5,330.6,5700.96832746625,12417.0
2014-03-08,,,,,12832.0
2014-03-15,,,,,11901.0
2014-03-22,,,,,13599.0
2014-03-29,,,,,13694.0
2014-04-01,6.7,7781.4,332.0,6978.56567753581,
2014-04-05,,,,,15318.0
2014-04-12,,,,,15382.0
2014-04-19,,,,,15005.0
2014-04-26,,,,,15857.0
2014-05-01,6.6,7800.8,333.1,6664.14283089186,
2014-05-03,,,,,14899.0
2014-05-10,,,,,13669.0
2014-05-17,,,,,13005.0
2014-05-24,,,,,12318.0
2014-05-31,,,,,11521.0
2014-06-01,6.5,7821.4,333.0,7010.41215051878,
2014-06-07,,,,,15571.0
2014-06-14,,,,,15245.0
2014-06-21,,,,,13904.0
2014-06-28,,,,,13890.0
2014-07-01,6.4,7840.2,334.1,7698.7820966413,
2014-07-05,,,,,15611.0
2014-07-12,,,,,15454.0
2014-07-19,,,,,14138.0
2014-07-26,,,,,14077.0
2014-08-01,6.3,7864.1,334.9,6767.71949124033,
2014-08-02,,,,,13498.0
2014-08-09,,,,,14734.0
2014-08-16,,,,,13272.0
2014-08-23,,,,,13139.0
2014-08-30,,,,,13096.0
2014-09-01,6.2,7890.5,336.3,6730.53100515296,
2014-09-06,,,,,12546.0
2014-09-13,,,,,13323.0
2014-09-20,,,,,13154.0
2014-09-27,,,,,12637.0
2014-10-01,6.1,7907.5,337.7,8003.51220706441,
2014-10-04,,,,,14380.0
2014-10-11,,,,,13599.0
2014-10-18,,,,,12155.0
2014-10-25,,,,,12170.0
2014-11-01,6.0,7936.6,338.1,6137.07483978061,11612.0
2014-11-08,,,,,11878.0
2014-11-15,,,,,11367.0
2014-11-22,,,,,11640.0
2014-11-29,,,,,8446.0
2014-12-01,6.0,7962.1,338.6,8146.13299370091,
2014-12-06,,,,,11985.0
2014-12-13,,,,,11106.0
2014-12-20,,,,,10121.0
2014-12-27,,,,,8261.0
2015-01-01,5.9,7978.7,339.1,7587.69099964754,
2015-01-03,,,,,13599.0
2015-01-10,,,,,15003.0
2015-01-17,,,,,12730.0
2015-01-24,,,,,10768.0
2015-01-31,,,,,10515.0
2015-02-01,5.8,8000.9,340.0,8807.97117940795,
2015-02-07,,,,,10569.0
2015-02-14,,,,,9480.0
2015-02-21,,,,,9363.0
2015-02-28,,,,,8898.0
2015-03-01,5.8,8023.0,341.3,8338.17334644442,
2015-03-07,,,,,10491.0
2015-03-14,,,,,8832.0
2015-03-21,,,,,8982.0
2015-03-28,,,,,8662.0
2015-04-01,5.7,8039.4,341.8,7805.79266469873,
2015-04-04,,,,,9269.0
2015-04-11,,,,,10374.0
2015-04-18,,,,,9294.0
2015-04-25,,,,,9141.0
2015-05-01,5.6,8075.5,343.5,8643.13919554523,
2015-05-02,,,,,8416.0
2015-05-09,,,,,9503.0
2015-05-16,,,,,9216.0
2015-05-23,,,,,9712.0
2015-05-30,,,,,8480.0
2015-06-01,5.5,8101.2,345.1,9001.82982352704,
2015-06-06,,,,,10982.0
2015-06-13,,,,,12045.0
2015-06-20,,,,,11357.0
2015-06-27,,,,,9731.0
2015-07-01,5.5,8124.7,345.9,8265.56598495752,
2015-07-04,,,,,10824.0
2015-07-11,,,,,12746.0
2015-07-18,,,,,10818.0
2015-07-25,,,,,10010.0
2015-08-01,5.4,8150.4,347.6,7226.36680754028,10350.0
2015-08-08,,,,,10168.0
2015-08-15,,,,,9222.0
2015-08-22,,,,,9192.0
2015-08-29,,,,,8712.0
2015-09-01,5.3,8170.0,348.8,11374.0762290661,
2015-09-05,,,,,8569.0
2015-09-12,,,,,7252.0
2015-09-19,,,,,7817.0
2015-09-26,,,,,7712.0
